METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,shape_wkt,POINT_X,POINT_Y
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FAN,NORTHERN AV,1,,-71.046777000000006,42.353471999999996,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BC,BC,0.250000000000000,,,,,,,,,1/1/2017 12:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.046776999999963 42.353472000000068),-71.046776999999963,42.353472000000068
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054918999999998,42.355947999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,183,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054918999999984 42.355948000000069),-71.054918999999984,42.355948000000069
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054880999999995,42.355918000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054880999999966 42.355918000000031),-71.054880999999966,42.355918000000031
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054804000000004,42.355846000000000,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054803998999944 42.355846000000042),-71.054803998999944,42.355846000000042
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054753000000005,42.355814000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054752999999948 42.355814000000066),-71.054752999999948,42.355814000000066
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054683999999995,42.355752000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054683999999952 42.355752000000052),-71.054683999999952,42.355752000000052
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054641000000004,42.355722000000000,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054640999999947 42.355722000000071),-71.054640999999947,42.355722000000071
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054575000000000,42.355665000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054574999999943 42.355665000000045),-71.054574999999943,42.355665000000045
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054535000000001,42.355621999999997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054535000999977 42.355622000000039),-71.054535000999977,42.355622000000039
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054471000000007,42.355564999999999,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054470999999978 42.35556500000007),-71.054470999999978,42.355565000000070
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054395999999997,42.355486999999997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.05439599999994 42.355487000000039),-71.054395999999940,42.355487000000039
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054306999999994,42.355412999999999,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054306999999937 42.355413000000055),-71.054306999999937,42.355413000000055
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054267999999993,42.355375000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054267999999979 42.355375000000038),-71.054267999999979,42.355375000000038
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054185000000004,42.355291000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054184998999972 42.355291000000079),-71.054184998999972,42.355291000000079
,IPS,"08:00AM-08:00PM SAT $0.25 120, 09:30AM-08:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 08:00PM-24:00AM MON-SAT",,,,W,FRAN,PEARL ST,1,,-71.054147000000000,42.355255999999997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.054146999999944 42.355256000000054),-71.054146999999944,42.355256000000054
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053988000000004,42.355088000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,184,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053987999999947 42.35508800000008),-71.053987999999947,42.355088000000080
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053950000000000,42.355043999999999,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053949999999986 42.355044000000078),-71.053949999999986,42.355044000000078
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053884999999994,42.354978000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053884998999933 42.354978000000074),-71.053884998999933,42.354978000000074
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053844999999995,42.354931999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053844999999967 42.354932000000076),-71.053844999999967,42.354932000000076
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053787000000000,42.354869999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053786999999943 42.354870000000062),-71.053786999999943,42.354870000000062
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053742000000000,42.354827999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053741999999943 42.354828000000055),-71.053741999999943,42.354828000000055
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053691999999998,42.354770000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053691999999955 42.35477000000003),-71.053691999999955,42.354770000000030
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053651000000002,42.354725999999999,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053650999999945 42.354726000000028),-71.053650999999945,42.354726000000028
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053597999999994,42.354672000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053597999999965 42.354672000000051),-71.053597999999965,42.354672000000051
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053556999999998,42.354624999999999,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053556999999955 42.354625000000055),-71.053556999999955,42.354625000000055
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1,,-71.053507999999994,42.354571999999997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053507999999965 42.354572000000076),-71.053507999999965,42.354572000000076
,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,PEARL ST,1,,-71.053527000000003,42.354810999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053526998999985 42.354811000000041),-71.053526998999985,42.354811000000041
,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,PEARL ST,1,,-71.053483999999997,42.354767000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,185,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053483999999969 42.354767000000038),-71.053483999999969,42.354767000000038
,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,PEARL ST,1,,-71.053590000000000,42.354875000000000,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053589999999986 42.35487500000005),-71.053589999999986,42.354875000000050
,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,PEARL ST,1,,-71.053631999999993,42.354920000000000,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053631998999947 42.35492000000005),-71.053631998999947,42.354920000000050
,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,PEARL ST,1,,-71.053701000000004,42.354987000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053700998999943 42.354987000000051),-71.053700998999943,42.354987000000051
,IPS,08:00AM-08:00PM MON-SAT $0.25 720,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,PEARL ST,1,,-71.053745000000006,42.355029000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,996,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053744999999935 42.355029000000059),-71.053744999999935,42.355029000000059
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053878999999995,42.355276000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,186,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053878999999938 42.35527600000006),-71.053878999999938,42.355276000000060
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053837000000001,42.355316000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053837000999977 42.355316000000073),-71.053837000999977,42.355316000000073
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053791000000004,42.355362999999997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053790999999933 42.355363000000068),-71.053790999999933,42.355363000000068
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053741000000002,42.355410999999997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053740998999956 42.355411000000061),-71.053740998999956,42.355411000000061
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053673000000003,42.355476000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053672999999947 42.355476000000067),-71.053672999999947,42.355476000000067
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053629999999998,42.355517999999996,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053629999999941 42.355518000000075),-71.053629999999941,42.355518000000075
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053509000000005,42.355638999999996,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053508999999963 42.355639000000053),-71.053508999999963,42.355639000000053
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053466000000000,42.355682000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053465999999958 42.355682000000058),-71.053465999999958,42.355682000000058
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053315999999995,42.355826999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053315999999938 42.355827000000033),-71.053315999999938,42.355827000000033
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1,,-71.053269999999998,42.355871000000000,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053269999999941 42.355871000000036),-71.053269999999941,42.355871000000036
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052311000000003,42.355457000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052310999999975 42.355457000000058),-71.052310999999975,42.355457000000058
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052366000000006,42.355496000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.05236599999995 42.355496000000073),-71.052365999999950,42.355496000000073
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052425999999997,42.355538000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052425999999969 42.355538000000081),-71.052425999999969,42.355538000000081
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052515000000000,42.355604000000000,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052514999999971 42.355604000000028),-71.052514999999971,42.355604000000028
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052564000000004,42.355638999999996,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052563999999961 42.355639000000053),-71.052563999999961,42.355639000000053
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052800000000005,42.355809999999998,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052799999999934 42.355810000000076),-71.052799999999934,42.355810000000076
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052867000000006,42.355856000000003,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052866999999935 42.355856000000074),-71.052866999999935,42.355856000000074
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052920000000000,42.355899000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052919999999972 42.355899000000079),-71.052919999999972,42.355899000000079
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.052971999999997,42.355935000000002,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.052971999999954 42.355935000000045),-71.052971999999954,42.355935000000045
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.053021999999999,42.355975000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053021999999942 42.355975000000058),-71.053021999999942,42.355975000000058
,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1,,-71.053067999999996,42.356006000000001,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,983,0BD,BD,0.250000000000000,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE,POINT (-71.053068000999986 42.356006000000036),-71.053068000999986,42.356006000000036
